train_loss,val_loss,train_acc,val_acc
0.5651246564111848,0.5484003193986351,0.7105978260869565,0.7323688969258589
0.49931232004925824,0.5053502420404721,0.7631340579710145,0.7631103074141049
0.4730513342048811,0.4880444375127823,0.7807971014492754,0.7739602169981916
0.4534466448037521,0.48895730646781854,0.7894021739130435,0.7757685352622061
0.42288178248681885,0.47670976356830563,0.8102355072463768,0.7811934900542495
0.43057841192121094,0.47193998055259745,0.8066123188405797,0.7956600361663653
0.4241389846024306,0.47570146816979697,0.8084239130434783,0.7703435804701627
0.4261504385782325,0.4599185936274192,0.8079710144927537,0.779385171790235
0.40639688139376434,0.4608196249167699,0.8120471014492754,0.7685352622061482
0.4017438471749209,0.4655664089467599,0.8174818840579711,0.8010849909584087
0.4101562616617783,0.47158697700198693,0.8129528985507246,0.7848101265822784
0.387758052651433,0.45949311977484775,0.8306159420289855,0.7884267631103073
0.38144769875899603,0.4539962221226684,0.8333333333333334,0.7902350813743219
0.38698479857133783,0.4495224483836624,0.8265398550724637,0.7920433996383364
0.4016450950201007,0.45568129134652413,0.8247282608695652,0.7721518987341772
