train_loss,val_loss,train_acc,val_acc
1.0072933690648684,0.8901465519880637,0.6124748490945674,0.6794871794871795
0.825028146776395,0.8103627180441831,0.6989939637826962,0.7051282051282051
0.7427093128083457,0.7663076932613666,0.7263581488933601,0.703525641025641
0.6980925232351906,0.7238099192961668,0.7388329979879276,0.719551282051282
0.6652753944128332,0.7127403081991733,0.7488933601609657,0.7259615384615384
0.6267028338232751,0.6969809990662795,0.7621730382293762,0.7291666666666666
0.6205285870333312,0.6894598633815081,0.7690140845070422,0.735576923076923
0.5943258250982949,0.6547507934081249,0.7746478873239436,0.7516025641025641
0.5734236490798428,0.6357412002025506,0.7867203219315895,0.7548076923076923
0.5637692324592314,0.6550663052461086,0.7847082494969819,0.75
0.545603592103156,0.6159489170098916,0.7971830985915492,0.7676282051282051
0.5238179979669736,0.6199743549029032,0.8084507042253521,0.7596153846153846
0.5281512435293294,0.6097628810466864,0.7999999999999999,0.766025641025641
0.5049291644177926,0.5969135027665359,0.814486921529175,0.7628205128205128
0.5053017827106914,0.605264541430351,0.8096579476861167,0.7628205128205128
