train_loss,val_loss,train_acc,val_acc
0.6675661733893098,0.6584258452754155,0.5942622950819673,0.6331775700934579
0.6410044999814982,0.6491591128233437,0.6358313817330211,0.5934579439252337
0.6105549190306832,0.627185946870073,0.6733021077283372,0.6705607476635513
0.5982645715148444,0.6119608010087058,0.6902810304449649,0.6635514018691588
0.5842488092616793,0.6073551150125878,0.6961358313817331,0.6869158878504672
0.5760532180654361,0.6088642767656629,0.7008196721311475,0.6939252336448598
0.5705236357045677,0.6056435325435389,0.711943793911007,0.6822429906542056
0.5776748586036003,0.5981715622349321,0.6996487119437939,0.6892523364485981
0.5633503569931281,0.6087611963815778,0.7049180327868853,0.6261682242990654
0.556809882788245,0.5956939653815511,0.7172131147540983,0.7056074766355139
0.54554868121337,0.5898771196882301,0.7195550351288056,0.6845794392523364
0.5435311106803545,0.5926324580317346,0.7318501170960188,0.7009345794392523
0.5322832414919655,0.6013356190975582,0.7347775175644028,0.6892523364485981
0.5600056889743938,0.6223222680180986,0.7072599531615925,0.6705607476635513
0.5346845243239571,0.603477757946353,0.7347775175644028,0.6822429906542056
