train_loss,val_loss,train_acc,val_acc
0.5486970156243762,0.47675351062212357,0.7383647798742138,0.7956448911222781
0.45405125479278324,0.4443707837531315,0.8025157232704402,0.8040201005025126
0.42108618572073164,0.4274358608115658,0.8163522012578616,0.8073701842546064
0.40061373664398114,0.42246970389556243,0.8197064989517819,0.8123953098827471
0.39253671241756255,0.4194396083279071,0.8268343815513627,0.8224455611390284
0.39592672821360814,0.4376389918415191,0.8272536687631027,0.7906197654941374
0.37783250288893344,0.3877075985698045,0.8377358490566037,0.8257956448911223
0.37371727836706853,0.37960707232780394,0.8389937106918238,0.8341708542713568
0.3791661122435044,0.38764315559037366,0.8373165618448637,0.830820770519263
0.3649696583955293,0.37033895317034504,0.8465408805031446,0.8375209380234506
0.35132737209711934,0.3698277220853809,0.8457023060796646,0.8391959798994975
0.34349783686471935,0.3680818398394177,0.8511530398322851,0.8442211055276382
0.3535521612102381,0.3648193616863072,0.8436058700209643,0.8375209380234506
0.34512189725410014,0.3683779614055576,0.8545073375262054,0.8425460636515913
0.3453306322452657,0.38240394600272376,0.8477987421383647,0.8257956448911223
