train_loss,val_loss,train_acc,val_acc
1.45103518722485,1.392280299164528,0.3429073856975381,0.36511627906976746
1.3376987695973475,1.372004770678143,0.41090269636576787,0.3674418604651163
1.2865149338946953,1.340442101345506,0.41793669402110195,0.3953488372093023
1.2579797809596358,1.3271666221840437,0.4466588511137163,0.40232558139534885
1.247723360553576,1.300219201487164,0.44255568581477134,0.413953488372093
1.2272140754764553,1.3076205896776776,0.4718640093786635,0.39767441860465114
1.221029955784573,1.3160178062527679,0.4542790152403282,0.4046511627906977
1.2013781889661674,1.305041707393735,0.4583821805392731,0.3930232558139535
1.1893639894331187,1.3053041663280753,0.49589683470105506,0.4069767441860465
1.1813985237901963,1.3058903888214466,0.4747948417350527,0.386046511627907
1.1708498270821879,1.3073240673819253,0.5005861664712778,0.3883720930232558
1.1676206415451424,1.3026715195456215,0.5046893317702227,0.3953488372093023
1.1484304314341662,1.3046205692513044,0.49472450175849936,0.3674418604651163
1.1351330358565623,1.3043925362964008,0.5199296600234466,0.41627906976744183
1.1474134555874789,1.3188079135362492,0.5017584994138335,0.37906976744186044
