,,,,,,30,15,30,15,10,,,,,,,
Photo Link,Fecha,Hora,Tipo,Super Cheese,Forma redonda,Tiene Burbuja,Bordes Limpios,Distribución de Ingredientes,Nivel de Horneado,Grasa en Superficie,Puntos Burbuja,Puntos Bordes,Puntos distribucion,Puntos Horneado,Puntos Grasa,Puntaje Total,Criterio
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-07/vlcsnap-2025-10-06-23h01m44s766.png,10/6,12:03,Otra,No,,No,No,Aceptable,Correcto,No,35,0,20,15,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-07/vlcsnap-2025-10-06-23h02m01s639.png,10/6,12:05,Queso,No,,No,Sí,Correcta,Alto,No,35,10,30,5,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-07/vlcsnap-2025-10-06-23h02m27s946.png,10/6,12:21,3 Meat Treat,No,,No,No,Aceptable,Correcto,No,35,0,20,15,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-07/vlcsnap-2025-10-06-23h03m01s901.png,10/6,12:48,Pepperoni,No,,No,No,Media,Alto,No,35,0,15,5,10,65,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-07/vlcsnap-2025-10-06-23h03m26s947.png,10/6,12:59,Pepperoni,No,,No,Sí,Mala,Correcto,No,35,10,5,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-07/vlcsnap-2025-10-06-23h03m50s589.png,10/6,13:10,Pepperoni,No,,No,Sí,Media,Correcto,No,35,10,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-07/vlcsnap-2025-10-06-23h03m58s354.png,10/6,13:14,LTO,Sí,,No,No,Correcta,Correcto,No,35,0,30,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-07/vlcsnap-2025-10-06-23h04m13s555.png,10/6,13:19,3 Meat Treat,No,,No,No,Aceptable,Correcto,No,35,0,20,15,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-07/vlcsnap-2025-10-06-23h04m30s763.png,10/06,13:32,Pepperoni,No,,Sí,Sí,Media,Correcto,No,0,10,15,15,10,50,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-07/vlcsnap-2025-10-06-23h04m41s008.png,10/6,13:55,Pepperoni,No,,No,No,Aceptable,Alto,No,35,0,20,5,10,70,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-07/vlcsnap-2025-10-06-23h04m58s363.png,10/6,14:07,Queso,No,,Sí,No,Correcta,Correcto,No,0,0,30,15,10,55,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-07/vlcsnap-2025-10-06-23h05m14s810.png,10/6,14:17,Pepperoni,No,,No,Sí,Media,Correcto,No,35,10,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-10-07/vlcsnap-2025-10-06-23h05m20s892.png,10/6,14:22,Pepperoni,No,,No,Sí,Aceptable,Correcto,No,35,10,20,15,10,90,Pass
