,,,,,,30,15,30,15,10,,,,,,,
Photo Link,Fecha,Hora,Tipo,Super Cheese,,Tiene Burbuja,Bordes Limpios,Distribución de Ingredientes,Nivel de Horneado,Grasa en Superficie,Puntos Burbuja,Puntos Bordes,Puntos distribucion,Puntos Horneado,Puntos Grasa,Puntaje Total,Criterio
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h03m20s842.png,9/15,13:54,Pepperoni,No,No,Sí,Sí,Mala,Correcto,No,0,15,5,15,10,45,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h03m43s840.png,9/15,13:55,Pepperoni,No,No,No,Sí,Media,Correcto,No,30,15,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h33m32s575.png,9/15,14:08,Queso,No,N/A,No,No,Correcta,Correcto,No,30,0,30,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h33m56s889.png,9/15,14:17,Pepperoni,No,No,Sí,Sí,Deficiente,Correcto,No,0,15,0,15,10,40,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h34m00s307.png,9/15,14:21,Pepperoni,No,Sí,No,Sí,Media,Correcto,No,30,15,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h34m11s279.png,9/15,14:24,Otra,No,N/A,No,No,Correcta,Correcto,No,30,0,30,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h34m16s365.png,9/15,14:26,Pepperoni,No,No,No,Sí,Aceptable,Alto,No,30,15,20,5,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h38m41s796.png,9/15,14:32,Pepperoni,No,No,Sí,Sí,Media,Correcto,No,0,15,15,15,10,55,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h40m41s309.png,9/15,18:18,3 Meat Treat,No,No,No,Sí,Media,Correcto,No,30,15,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h41m14s516.png,9/15,18:29,Pepperoni,Sí,Sí,Sí,Sí,Media,Correcto,No,0,15,15,15,10,55,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h41m21s029.png,9/15,18:32,Pepperoni,No,Sí,No,Sí,Aceptable,Correcto,No,30,15,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h42m29s263.png,9/15,19:14,Pepperoni,No,Sí,No,Sí,Media,Correcto,No,30,15,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h42m40s637.png,9/15,19:18,Pepperoni,Sí,Sí,No,Sí,Media,Correcto,No,30,15,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h42m46s097.png,9/15,19:21,Otra,No,N/A,No,No,Aceptable,Correcto,No,30,0,20,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h44m19s710.png,9/15,19:36,Queso,No,,No,No,Correcta,Correcto,No,30,0,30,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h44m36s145.png,9/15,19:48,Otra,Sí,,No,Sí,Correcta,Correcto,No,30,15,30,15,10,100,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h44m49s417.png,9/15,20:08,Pepperoni,No,Sí,No,Sí,Aceptable,Alto,No,30,15,20,5,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h45m36s537.png,9/15,20:12,Pepperoni,No,,No,No,Mala,Alto,No,30,0,5,5,10,50,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h45m43s314.png,9/15,20:12,Pepperoni,No,,No,Sí,Aceptable,Alto,No,30,15,20,5,10,80,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h46m03s857.png,9/15,20:24,Pepperoni,No,,No,Sí,Mala,Bajo,No,30,15,5,5,10,65,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h46m47s341.png,9/15,20:42,Pepperoni,No,,No,No,Deficiente,Bajo,No,30,0,0,5,10,45,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h46m52s943.png,9/15,20:43,3 Meat Treat,No,,No,No,Media,Correcto,No,30,0,15,15,10,70,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h47m06s845.png,9/15,20:50,Otra,No,,No,No,Media,Correcto,No,30,0,15,15,10,70,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h47m23s528.png,9/15,20:51,Otra,No,,No,No,Aceptable,Correcto,No,30,0,20,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h48m06s052.png,9/15,20:53,LTO,No,,No,Sí,Aceptable,Correcto,No,30,15,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h48m21s170.png,9/15,21:00,3 Meat Treat,No,,No,No,Aceptable,Alto,No,30,0,20,5,10,65,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-17/vlcsnap-2025-09-15-21h48m28s530.png,9/15,21:06,Queso,No,,No,No,Correcta,Correcto,No,30,0,30,15,10,85,Pass
