,,,,,,30,15,30,15,10,,,,,,,
Photo Link,Fecha,Hora,Tipo,Super Cheese,,Tiene Burbuja,Bordes Limpios,Distribución de Ingredientes,Nivel de Horneado,Grasa en Superficie,Puntos Burbuja,Puntos Bordes,Puntos distribucion,Puntos Horneado,Puntos Grasa,Puntaje Total,Criterio
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-24/vlcsnap-2025-09-22-21h05m22s394.png,9/22,12:07,Pepperoni,No,Sí,No,Sí,Aceptable,Correcto,No,30,15,20,15,10,90,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-24/vlcsnap-2025-09-22-21h05m28s328.png,9/22,12:08,Otra,No,N/A,No,Sí,Mala,Correcto,No,30,15,5,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-24/vlcsnap-2025-09-22-21h05m45s266.png,9/22,12:13,Pepperoni,No,Sí,No,Sí,Mala,Correcto,No,30,15,5,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-24/vlcsnap-2025-09-22-21h06m06s148.png,9/22,12:19,Pepperoni,No,Sí,No,Sí,Media,Correcto,No,30,15,15,15,10,85,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-24/vlcsnap-2025-09-22-21h06m23s402.png,9/22,12:26,Otra,No,N/A,No,No,Deficiente,Correcto,No,30,0,0,15,10,55,Fail
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-24/vlcsnap-2025-09-22-21h06m36s234.png,9/22,12:29,Pepperoni,No,Sí,No,Sí,Mala,Correcto,No,30,15,5,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-24/vlcsnap-2025-09-22-21h06m39s092.png,9/22,12:29,Pepperoni,No,Sí,No,Sí,Mala,Correcto,No,30,15,5,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-24/vlcsnap-2025-09-22-21h06m49s925.png,9/22,12:36,Pepperoni,No,Sí,No,Sí,Mala,Correcto,No,30,15,5,15,10,75,Pass
https://gritsee-ensemble.s3.us-east-1.amazonaws.com/pcsapi-cumbres/quality/2025-09-24/vlcsnap-2025-09-22-21h07m18s665.png,9/22,13:09,Pepperoni,No,Sí,No,Sí,Media,Correcto,No,30,15,15,15,10,85,Pass
